#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
String_FR_Aux_;_;Aux ;;;;;;;;;;;;x
String_FR_le_;_;le ;;;;;;;;;;;;x
String_FR_la_;_;la ;;;;;;;;;;;;x
String_FR_l;_;l';;;;;;;;;;;;x
String_FR_les_;_;les ;;;;;;;;;;;;x
String_FR_Le_;_;Le ;;;;;;;;;;;;x
String_FR_La_;_;La ;;;;;;;;;;;;x
String_FR_L;_;L';;;;;;;;;;;;x
String_FR_Les_;_;Les ;;;;;;;;;;;;x
String_FR_on_;_;on ;;;;;;;;;;;;x
String_FR_a_;_;a ;;;;;;;;;;;;x
String_FR_a_ACCENT;_;à ;;;;;;;;;;;;x
String_FR_A_ACCENT;_;À ;;;;;;;;;;;;x
String_FR_en_;_;en ;;;;;;;;;;;;x
## ENGLISH COMMANDS WITH ARTICLE
# GetHoldingDuDela & GetCapitalHoldingDuDela
String_FR_GetHoldingAuAla_Castle_1;_;au château;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Castle_2;_;au château;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Castle_3;_;au palais;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_City_1;_;à la cité;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_City_2;_;à la cité;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_City_3;_;à la métropole;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Fallback_1;_;à la capitale;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Nomad_1;_;au camp;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Nomad_2;_;au campement;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Nomad_3;_;au palais;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_settlement;_;à la colonie;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Temple_1;_;au temple;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Tribal_1;_;au village;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Tribal_2;_;à la ville;;;;;;;;;;;;x
String_FR_GetHoldingAuAla_Tribal_3;_;à la forteresse;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Castle_1;_;du château;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Castle_2;_;du château;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Castle_3;_;du palais;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_City_1;_;de la cité;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_City_2;_;de la cité;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_City_3;_;de la métropole;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Fallback_1;_;de la capitale;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Nomad_1;_;du camp;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Nomad_2;_;du campement;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Nomad_3;_;du palais;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_settlement;_;de la colonie;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Temple_1;_;du temple;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Tribal_1;_;du village;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Tribal_2;_;de la ville;;;;;;;;;;;;x
String_FR_GetHoldingDuDela_Tribal_3;_;de la forteresse;;;;;;;;;;;;x
# GetHouseOfWorshipDuDela
String_FR_GetHouseOfWorshipDuDela_Christian;_;de l'église;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Muslim;_;de la mosquée;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Pagan;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Zoroastrian;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Jewish;_;de la synagogue;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Hindu;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Buddhist;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Jain;_;du temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipDuDela_Taoist;_;du temple;;;;;;;;;;;;x
# GetHouseOfWorshipUnUne
String_FR_GetHouseOfWorshipUnUne_Christian;_;une église;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Muslim;_;une mosquée;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Pagan;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Zoroastrian;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Jewish;_;une synagogue;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Hindu;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Buddhist;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Jain;_;un temple;;;;;;;;;;;;x
String_FR_GetHouseOfWorshipUnUne_Taoist;_;un temple;;;;;;;;;;;;x
#GetMatterOfImportanceOnA
String_FR_GetMatterOfImportanceOnA_daughter;_;a fille;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_son;_;on fils;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_GetHusbandWifeOpp;_;[This.GetOnAOpp] [This.GetHusbandWifeOpp];;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_investments;_;es investissements;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_garden;_;es jardins;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_building_plans;_;es plans de construction;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_sword_practice;_;a pratique de l'épée;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_tome_collection;_;a collection de volumes;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_friends;_;es amis;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_love;_;on amour;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_dog;_;on chien;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_cat;_;on chat;;;;;;;;;;;;x
String_FR_GetMatterOfImportanceOnA_health;_;a santé;;;;;;;;x
# GetDWSettlementAuAla
String_FR_town_AuAla;_;à la ville;;;;;;;;;;;;x
String_FR_camp_AuAla;_;au camp;;;;;;;;;;;;x
# GetComplimentAdjectiveMascFem
String_FR_GetComplimentAdjectiveMascFem_COMPL_CLEVER_Fem;_;la sagace;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_CLEVER_Masc;_;le sagace;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_ELOQUENT_Fem;_;l'éloquente;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_ELOQUENT_Masc;_;l'éloquent;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_LEARNED_Fem;_;la savante;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_LEARNED_Masc;_;le savant;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_THRIFTY_Fem;_;l'économe;;;;;;;;;;;;x
String_FR_GetComplimentAdjectiveMascFem_COMPL_THRIFTY_Masc;_;l'économe;;;;;;;;;;;;x
# GetJobTitle2
String_FR_GetJobTitle2_job_chancellor;_;Chancelier;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_arabic;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_aztec;_;Cihuacoatl;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_greek;_;Maître des offices;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_iranian;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_turkish;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_west_african;_;Grand vizir;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_chancellor_zoroastrian_group;_;Astabadh;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal;_;Maréchal;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal_aztec;_;Tlacateccatl;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal_greek;_;Protostrator;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_marshal_zoroastrian_group;_;Eran Spahbod;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual;_;Chapelain;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_aztec;_;Sahagún;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_baltic_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_baltic_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_christian;_;Chapelain;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_finnish_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_finnish_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_hellenic_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_indian_group;_;Upadhyaya;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_jewish_group;_;Rabbin de la cour;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_muslim;_;Imam;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_female;_;Voyante;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_male;_;Voyant;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_reformed_female;_;Voyante;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_norse_pagan_reformed_male;_;Voyant;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_orthodox;_;Sacristain;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_pagan_group;_;Médium en chef;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_shiite;_;Mollah de la Cour;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_slavic_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_slavic_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_tengri_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_tengri_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zoroastrian;_;Mobad;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zoroastrian_group;_;Mobad;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zun_pagan;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spiritual_zun_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spymaster;_;Maître-Espion;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spymaster_aztec;_;Tillancalqui;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_spymaster_greek;_;Mystique;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer;_;Intendant;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer_aztec;_;Petlacalcatl;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer_greek;_;Sacellaire;;;;;;;;;;;;x
String_FR_GetJobTitle2_job_treasurer_zoroastrian_group;_;Darik-pat;;;;;;;;;;;;x
## VARIOUS STRINGS
# Strings Cultures
String_FR_Culture_afghan_Fem;_;afghane;;;;;;;;;;;;x
String_FR_Culture_afghan_Masc;_;afghan;;;;;;;;;;;;x
String_FR_Culture_afghan_PlFem;_;afghanes;;;;;;;;;;;;x
String_FR_Culture_afghan_PlMasc;_;afghans;;;;;;;;;;;;x
String_FR_Culture_alan_Fem;_;alaine;;;;;;;;;;;;x
String_FR_Culture_alan_Masc;_;alain;;;;;;;;;;;;x
String_FR_Culture_alan_PlFem;_;alaines;;;;;;;;;;;;x
String_FR_Culture_alan_PlMasc;_;alains;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_Fem;_;andalouse;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_Masc;_;andalous;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_PlFem;_;andalouses;;;;;;;;;;;;x
String_FR_Culture_andalusian_arabic_PlMasc;_;andalous;;;;;;;;;;;;x
String_FR_Culture_armenian_Fem;_;arménienne;;;;;;;;;;;;x
String_FR_Culture_armenian_Masc;_;arménien;;;;;;;;;;;;x
String_FR_Culture_armenian_PlFem;_;arméniennes;;;;;;;;;;;;x
String_FR_Culture_armenian_PlMasc;_;arméniens;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_Fem;_;ashkénaze;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_Masc;_;ashkénaze;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_PlFem;_;ashkénazes;;;;;;;;;;;;x
String_FR_Culture_ashkenazi_PlMasc;_;ashkénazes;;;;;;;;;;;;x
String_FR_Culture_assamese_Fem;_;assamaise;;;;;;;;;;;;x
String_FR_Culture_assamese_Masc;_;assamais;;;;;;;;;;;;x
String_FR_Culture_assamese_PlFem;_;assamaises;;;;;;;;;;;;x
String_FR_Culture_assamese_PlMasc;_;assamais;;;;;;;;;;;;x
String_FR_Culture_assyrian_Fem;_;assyrienne;;;;;;;;;;;;x
String_FR_Culture_assyrian_Masc;_;assyrien;;;;;;;;;;;;x
String_FR_Culture_assyrian_PlFem;_;assyriennes;;;;;;;;;;;;x
String_FR_Culture_assyrian_PlMasc;_;assyriens;;;;;;;;;;;;x
String_FR_Culture_avar_Fem;_;avare;;;;;;;;;;;;x
String_FR_Culture_avar_Masc;_;avar;;;;;;;;;;;;x
String_FR_Culture_avar_PlFem;_;avares;;;;;;;;;;;;x
String_FR_Culture_avar_PlMasc;_;avars;;;;;;;;;;;;x
String_FR_Culture_baloch_Fem;_;baloutche;;;;;;;;;;;;x
String_FR_Culture_baloch_Masc;_;baloutche;;;;;;;;;;;;x
String_FR_Culture_baloch_PlFem;_;baloutches;;;;;;;;;;;;x
String_FR_Culture_baloch_PlMasc;_;baloutches;;;;;;;;;;;;x
String_FR_Culture_basque_Fem;_;basque;;;;;;;;;;;;x
String_FR_Culture_basque_Masc;_;basque;;;;;;;;;;;;x
String_FR_Culture_basque_PlFem;_;basques;;;;;;;;;;;;x
String_FR_Culture_basque_PlMasc;_;basques;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_Fem;_;bédouine;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_Masc;_;bédouin;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_PlFem;_;bédouines;;;;;;;;;;;;x
String_FR_Culture_bedouin_arabic_PlMasc;_;bédouins;;;;;;;;;;;;x
String_FR_Culture_bengali_Fem;_;bengale;;;;;;;;;;;;x
String_FR_Culture_bengali_Masc;_;bengale;;;;;;;;;;;;x
String_FR_Culture_bengali_PlFem;_;bengales;;;;;;;;;;;;x
String_FR_Culture_bengali_PlMasc;_;bengales;;;;;;;;;;;;x
String_FR_Culture_bodpa_Fem;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bodpa_Masc;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bodpa_PlFem;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bodpa_PlMasc;_;bodpa;;;;;;;;;;;;x
String_FR_Culture_bohemian_Fem;_;bohémienne;;;;;;;;;;;;x
String_FR_Culture_bohemian_Masc;_;bohémien;;;;;;;;;;;;x
String_FR_Culture_bohemian_PlFem;_;bohémiennes;;;;;;;;;;;;x
String_FR_Culture_bohemian_PlMasc;_;bohémiens;;;;;;;;;;;;x
String_FR_Culture_bolghar_Fem;_;bolgare;;;;;;;;;;;;x
String_FR_Culture_bolghar_Masc;_;bolgar;;;;;;;;;;;;x
String_FR_Culture_bolghar_PlFem;_;bolgares;;;;;;;;;;;;x
String_FR_Culture_bolghar_PlMasc;_;bolgars;;;;;;;;;;;;x
String_FR_Culture_breton_Fem;_;bretonne;;;;;;;;;;;;x
String_FR_Culture_breton_Masc;_;breton;;;;;;;;;;;;x
String_FR_Culture_breton_PlFem;_;bretonnes;;;;;;;;;;;;x
String_FR_Culture_breton_PlMasc;_;bretons;;;;;;;;;;;;x
String_FR_Culture_bulgarian_Fem;_;bulgare;;;;;;;;;;;;x
String_FR_Culture_bulgarian_Masc;_;bulgare;;;;;;;;;;;;x
String_FR_Culture_bulgarian_PlFem;_;bulgares;;;;;;;;;;;;x
String_FR_Culture_bulgarian_PlMasc;_;bulgares;;;;;;;;;;;;x
String_FR_Culture_castillan_Fem;_;castillane;;;;;;;;;;;;x
String_FR_Culture_castillan_Masc;_;castillan;;;;;;;;;;;;x
String_FR_Culture_castillan_PlFem;_;castillanes;;;;;;;;;;;;x
String_FR_Culture_castillan_PlMasc;_;castillans;;;;;;;;;;;;x
String_FR_Culture_catalan_Fem;_;catalane;;;;;;;;;;;;x
String_FR_Culture_catalan_Masc;_;catalan;;;;;;;;;;;;x
String_FR_Culture_catalan_PlFem;_;catalanes;;;;;;;;;;;;x
String_FR_Culture_catalan_PlMasc;_;catalans;;;;;;;;;;;;x
String_FR_Culture_croatian_Fem;_;croate;;;;;;;;;;;;x
String_FR_Culture_croatian_Masc;_;croate;;;;;;;;;;;;x
String_FR_Culture_croatian_PlFem;_;croates;;;;;;;;;;;;x
String_FR_Culture_croatian_PlMasc;_;croates;;;;;;;;;;;;x
String_FR_Culture_cuman_Fem;_;coumane;;;;;;;;;;;;x
String_FR_Culture_cuman_Masc;_;couman;;;;;;;;;;;;x
String_FR_Culture_cuman_PlFem;_;coumanes;;;;;;;;;;;;x
String_FR_Culture_cuman_PlMasc;_;coumans;;;;;;;;;;;;x
String_FR_Culture_danish_Fem;_;danoise;;;;;;;;;;;;x
String_FR_Culture_danish_Masc;_;danois;;;;;;;;;;;;x
String_FR_Culture_danish_PlFem;_;danoises;;;;;;;;;;;;x
String_FR_Culture_danish_PlMasc;_;danois;;;;;;;;;;;;x
String_FR_Culture_dutch_Fem;_;hollandaise;;;;;;;;;;;;x
String_FR_Culture_dutch_Masc;_;hollandais;;;;;;;;;;;;x
String_FR_Culture_dutch_PlFem;_;hollandaises;;;;;;;;;;;;x
String_FR_Culture_dutch_PlMasc;_;hollandais;;;;;;;;;;;;x
String_FR_Culture_egyptian_arabic_Fem;_;égyptienne;;;;;;;;;;;;x
String_FR_Culture_egyptian_arabic_Masc;_;égyptien;;;;;;;;;;;;x
String_FR_Culture_egyptian_arabic_PlFem;_;égyptiennes;;;;;;;;;;;;x
String_FR_Culture_egyptian_arabic_PlMasc;_;égyptiens;;;;;;;;;;;;x
String_FR_Culture_english_Fem;_;anglaise;;;;;;;;;;;;x
String_FR_Culture_english_Masc;_;anglais;;;;;;;;;;;;x
String_FR_Culture_english_PlFem;_;anglaises;;;;;;;;;;;;x
String_FR_Culture_english_PlMasc;_;anglais;;;;;;;;;;;;x
String_FR_Culture_ethiopian_Fem;_;éthiopienne;;;;;;;;;;;;x
String_FR_Culture_ethiopian_Masc;_;éthiopien;;;;;;;;;;;;x
String_FR_Culture_ethiopian_PlFem;_;éthiopiennes;;;;;;;;;;;;x
String_FR_Culture_ethiopian_PlMasc;_;éthiopiens;;;;;;;;;;;;x
String_FR_Culture_finnish_Fem;_;finnoise;;;;;;;;;;;;x
String_FR_Culture_finnish_Masc;_;finnois;;;;;;;;;;;;x
String_FR_Culture_finnish_PlFem;_;finnoises;;;;;;;;;;;;x
String_FR_Culture_finnish_PlMasc;_;finnois;;;;;;;;;;;;x
String_FR_Culture_frankish_Fem;_;française;;;;;;;;;;;;x
String_FR_Culture_frankish_Masc;_;français;;;;;;;;;;;;x
String_FR_Culture_frankish_PlFem;_;françaises;;;;;;;;;;;;x
String_FR_Culture_frankish_PlMasc;_;français;;;;;;;;;;;;x
String_FR_Culture_frisian_Fem;_;frisonne;;;;;;;;;;;;x
String_FR_Culture_frisian_Masc;_;frison;;;;;;;;;;;;x
String_FR_Culture_frisian_PlFem;_;frisonnes;;;;;;;;;;;;x
String_FR_Culture_frisian_PlMasc;_;frisons;;;;;;;;;;;;x
String_FR_Culture_georgian_Fem;_;géorgienne;;;;;;;;;;;;x
String_FR_Culture_georgian_Masc;_;géorgien;;;;;;;;;;;;x
